purpose,isjointapplication,loanamount,interestrate,monthlypayment,grade,residentialstate,homeownership,annualincome,incomeverified,dtiratio,lengthcredithistory,numtotalcreditlines,numopencreditlines,numopencreditlines1year,revolvingbalance,revolvingutilizationrate,numderogatoryrec,numdelinquency2years,numchargeoff1year,numinquiries6mon,loan_year,loan_month,loan_dayofweek,term_months,default_flag
debtconsolidation,0.0,23211.0,7.26,559,A3,WA,own,59317,1,17.23,1,17,16.0,9,16869,31.84,0,0,0,0,2016,2,4,48.0,0
debtconsolidation,0.0,20189.0,14.03,470,A2,FL,mortgage,56932,1,12.39,1,15,12.0,9,14276,80.81,0,0,0,14,2014,10,4,60.0,0
homeimprovement,0.0,22627.0,12.43,508,D2,IA,own,56098,1,21.66,6,17,15.0,9,16966,75.43,0,0,0,1,2016,2,6,60.0,0
debtconsolidation,0.0,25139.0,5.87,763,A3,WV,rent,51236,0,19.84,7,15,11.0,9,12602,63.6,0,0,0,0,2015,6,4,36.0,0
debtconsolidation,0.0,14870.0,9.48,373,B2,AR,rent,51064,1,24.02,6,17,15.0,14,12224,55.06,0,0,0,0,2014,12,1,48.0,0
debtconsolidation,0.0,23835.0,14.83,661,D2,CA,rent,50634,1,19.47,1,18,11.0,5,15559,56.7,5,0,0,0,2015,11,6,48.0,0
debtconsolidation,0.0,14572.0,15.02,505,D2,VA,mortgage,62948,1,23.89,9,13,8.0,5,17001,73.83,0,0,0,8,2016,3,0,36.0,0
debtconsolidation,0.0,20156.0,10.05,512,A1,IA,mortgage,51167,0,15.03,6,9,8.0,7,15069,60.28,0,0,0,0,2014,5,2,48.0,0
healthcare,0.0,24431.0,6.08,575,B1,CA,own,56825,1,23.53,4,13,8.0,7,17643,40.78,0,5,5,3,2014,9,0,48.0,0
debtconsolidation,0.0,27882.0,10.66,602,D1,FL,mortgage,47056,1,12.0,7,14,10.0,7,13130,64.67,0,0,0,1,2016,5,5,60.0,0
debtconsolidation,0.0,20510.0,15.77,579,B2,WA,own,54534,1,13.47,40,11,7.0,5,14177,65.01,0,0,0,1,2015,4,5,48.0,0
debtconsolidation,0.0,17847.0,15.54,502,A2,MS,own,51482,1,14.58,5,23,20.0,7,17462,81.67,7,0,0,11,2014,5,4,48.0,0
debtconsolidation,0.0,28759.0,8.82,912,A3,CA,rent,49811,1,12.18,8,12,9.0,3,14952,87.71,0,0,0,0,2014,8,2,36.0,0
debtconsolidation,0.0,24775.0,7.23,768,B1,CA,own,53751,1,16.66,3,20,12.0,10,15705,81.61,0,0,0,14,2015,1,5,36.0,0
debtconsolidation,0.0,17010.0,17.36,426,A3,MS,own,49516,0,20.2,38,12,7.0,5,12111,78.92,0,0,0,2,2014,6,0,60.0,1
debtconsolidation,1.0,15485.0,11.11,401,A1,MN,mortgage,56166,1,12.73,5,18,11.0,5,16176,57.79,0,0,0,1,2014,10,6,48.0,0
other,0.0,25045.0,9.23,799,A1,NJ,mortgage,55622,0,14.53,4,13,9.0,7,14339,74.21,0,0,0,0,2015,8,1,36.0,0
debtconsolidation,0.0,21940.0,13.25,742,B2,CA,mortgage,57161,1,14.28,3,13,8.0,4,16124,69.45,0,3,2,0,2015,3,1,36.0,0
debtconsolidation,0.0,19273.0,6.46,457,E1,CA,own,60751,1,11.71,31,8,4.0,3,13924,84.0,0,0,0,0,2015,9,2,48.0,0
debtconsolidation,0.0,24918.0,8.73,514,A2,NE,mortgage,54974,0,18.44,37,12,11.0,8,14772,73.52,0,3,2,1,2015,5,3,60.0,0
debtconsolidation,0.0,20385.0,7.55,493,D1,KS,own,51442,1,15.26,7,15,8.0,7,16828,83.62,12,0,0,0,2015,9,1,48.0,0
debtconsolidation,0.0,22067.0,5.9,517,D2,FL,mortgage,52265,0,23.11,5,12,10.0,10,15226,71.59,0,0,0,0,2015,3,0,48.0,0
debtconsolidation,0.0,21013.0,17.86,758,D1,DE,mortgage,59791,1,18.27,10,17,11.0,9,15995,52.87,0,0,0,0,2016,5,2,36.0,0
debtconsolidation,0.0,16873.0,10.9,366,C2,CA,mortgage,56267,1,14.96,6,11,11.0,11,22344,100.0,0,0,0,2,2016,3,6,60.0,0
debtconsolidation,0.0,26445.0,13.25,894,B1,NY,rent,58480,1,5.99,4,24,16.0,8,11550,40.25,0,0,0,0,2014,11,5,36.0,0
debtconsolidation,0.0,20453.0,12.41,683,B3,MT,own,51431,0,17.62,1,10,5.0,3,15719,50.57,0,0,0,1,2015,5,6,36.0,0
business,0.0,15462.0,10.48,332,A2,NM,mortgage,52567,1,7.83,3,9,7.0,6,16581,32.83,0,0,0,1,2015,8,3,60.0,0
debtconsolidation,0.0,20883.0,9.02,434,A2,NY,own,56416,1,19.35,15,12,7.0,7,14385,83.51,0,0,0,0,2014,7,4,60.0,0
debtconsolidation,0.0,24699.0,11.92,649,B3,CA,mortgage,55959,1,17.42,2,14,8.0,6,19068,79.61,0,0,0,0,2016,2,6,48.0,0
debtconsolidation,0.0,18202.0,14.11,498,A1,RI,own,57963,0,9.3,22,17,10.0,8,16002,62.49,0,0,0,0,2016,3,5,48.0,0
debtconsolidation,0.0,23331.0,15.12,557,B1,DC,own,51695,1,8.15,16,12,6.0,5,15851,68.37,10,0,0,4,2015,2,2,60.0,0
debtconsolidation,0.0,24149.0,8.3,760,A1,OR,rent,57037,1,17.17,21,17,16.0,6,15597,41.13,0,0,0,0,2014,7,4,36.0,0
debtconsolidation,0.0,28039.0,10.39,910,C2,OK,rent,57912,1,7.74,8,12,9.0,8,19194,48.91,0,0,0,0,2016,5,3,36.0,0
debtconsolidation,0.0,19086.0,17.51,556,E1,FL,own,47677,1,17.11,5,12,7.0,5,12459,62.38,0,0,0,2,2015,1,3,48.0,1
debtconsolidation,0.0,19076.0,7.02,378,C3,CA,mortgage,56684,1,19.47,2,18,10.0,9,15083,72.23,0,0,0,1,2014,11,5,60.0,0
debtconsolidation,0.0,21457.0,7.45,667,C1,NY,rent,54897,1,27.7,4,14,9.0,4,12772,69.39,0,0,0,1,2016,5,1,36.0,0
debtconsolidation,0.0,9091.0,20.87,245,B1,MN,rent,58007,1,16.02,3,16,13.0,7,17586,63.57,0,0,0,0,2014,10,2,60.0,0
debtconsolidation,0.0,21655.0,14.62,511,D3,CT,own,52931,0,9.86,39,12,11.0,8,11371,87.95,1,0,0,1,2015,11,6,60.0,0
debtconsolidation,0.0,20600.0,8.89,530,C1,ME,mortgage,50208,1,21.39,6,12,12.0,12,19482,60.3,0,0,0,1,2016,1,4,48.0,0
homeimprovement,0.0,22657.0,14.92,785,B3,IN,rent,62193,0,18.91,6,13,8.0,7,12426,41.99,2,6,6,1,2014,9,4,36.0,0
debtconsolidation,0.0,21900.0,16.45,626,A2,KY,mortgage,52730,1,23.13,20,14,11.0,8,14730,68.69,0,0,0,1,2015,5,3,48.0,0
debtconsolidation,0.0,25727.0,7.86,520,C3,FL,rent,53708,0,21.46,2,15,13.0,10,10596,37.63,0,0,0,0,2014,11,0,60.0,0
debtconsolidation,0.0,17033.0,10.55,437,A2,NV,rent,50613,1,17.32,30,8,6.0,5,11367,77.75,0,1,1,1,2014,10,3,48.0,0
debtconsolidation,0.0,24006.0,8.91,596,B2,NM,rent,56570,0,12.76,23,24,14.0,10,13338,59.98,0,3,2,2,2016,2,0,48.0,1
debtconsolidation,0.0,23759.0,6.39,464,C3,NV,mortgage,50140,0,10.73,38,16,16.0,11,11218,71.05,0,0,0,19,2016,6,1,60.0,1
debtconsolidation,0.0,19958.0,15.27,558,C3,ID,own,55096,1,20.0,4,7,4.0,3,10330,79.78,0,0,0,0,2015,1,3,48.0,1
debtconsolidation,0.0,21793.0,6.09,664,A2,DC,rent,54179,1,17.7,23,13,11.0,5,16858,83.78,0,0,0,1,2015,7,3,48.0,0
debtconsolidation,0.0,19940.0,7.46,620,C1,CA,rent,48945,1,24.63,17,22,17.0,7,13792,53.4,0,0,0,0,2014,6,1,36.0,0
debtconsolidation,0.0,12222.0,17.77,309,B1,IL,rent,54844,1,12.61,4,18,12.0,6,16648,61.92,0,14,10,17,2016,3,1,60.0,0
debtconsolidation,0.0,19580.0,11.53,511,C1,IA,mortgage,58327,1,20.3,1,16,14.0,10,14953,59.43,0,19,18,0,2015,3,6,48.0,0
homeimprovement,0.0,14266.0,13.78,388,E2,GA,mortgage,60748,1,15.67,7,10,6.0,4,15543,55.55,0,0,0,1,2016,2,2,48.0,0
debtconsolidation,0.0,24986.0,15.99,878,A2,MA,mortgage,54978,1,12.95,7,20,14.0,6,19085,53.51,0,0,0,17,2015,4,1,36.0,0
debtconsolidation,0.0,21316.0,16.82,528,C1,AL,rent,55436,1,12.69,6,11,11.0,6,11683,76.57,0,0,0,0,2014,12,4,60.0,0
debtconsolidation,1.0,15032.0,9.58,316,B1,AL,mortgage,57849,1,15.73,5,17,16.0,12,10187,59.91,0,0,0,1,2015,12,3,60.0,0
debtconsolidation,0.0,16972.0,7.25,408,B2,NY,own,52841,1,18.26,31,13,9.0,4,13964,48.41,0,0,0,1,2015,6,5,48.0,0
debtconsolidation,0.0,20236.0,8.9,503,B3,DC,mortgage,56603,0,25.05,8,12,8.0,4,15250,45.91,0,1,1,0,2015,8,1,48.0,0
debtconsolidation,0.0,25319.0,10.95,550,E2,MA,own,53362,0,21.51,3,13,11.0,6,13471,59.9,0,0,0,0,2015,11,5,60.0,0
debtconsolidation,0.0,21347.0,9.78,451,C2,ID,rent,57134,1,24.82,35,22,14.0,11,14223,91.31,9,0,0,0,2014,7,2,60.0,0
debtconsolidation,1.0,17349.0,11.94,385,C1,MT,mortgage,42894,1,28.8,39,16,13.0,8,10725,79.44,0,0,0,1,2015,11,2,60.0,1
education,0.0,24347.0,11.08,798,D2,OK,rent,50439,0,12.63,28,25,19.0,15,14809,73.82,1,0,0,19,2015,9,1,36.0,0
debtconsolidation,0.0,18865.0,14.87,653,C1,SC,own,54092,1,21.53,10,11,8.0,7,17062,57.5,0,0,0,2,2014,6,3,36.0,0
debtconsolidation,0.0,18433.0,14.88,437,A1,OR,rent,52299,1,20.07,10,15,14.0,6,15331,77.34,0,0,0,1,2016,3,1,60.0,0
business,0.0,22938.0,5.13,434,D3,DC,mortgage,55761,1,14.97,35,18,17.0,16,17504,71.36,0,3,2,1,2016,6,1,60.0,0
debtconsolidation,0.0,19117.0,12.02,635,C1,NH,own,58093,1,8.59,5,7,7.0,5,17271,52.43,0,0,0,0,2015,4,0,36.0,0
debtconsolidation,0.0,11429.0,6.69,272,A2,GA,rent,53322,1,9.41,33,13,11.0,6,16628,40.58,2,0,0,2,2016,1,2,48.0,0
debtconsolidation,0.0,24368.0,9.42,511,A3,NJ,mortgage,49428,1,22.4,30,16,12.0,11,13463,60.33,0,0,0,1,2015,1,1,60.0,0
debtconsolidation,0.0,19147.0,13.28,648,B2,MT,rent,53172,1,14.85,2,14,13.0,11,12223,52.66,0,0,0,2,2015,7,6,36.0,0
debtconsolidation,0.0,22975.0,9.95,488,A2,NV,mortgage,49800,1,9.82,23,17,16.0,14,10118,81.04,0,0,0,0,2015,2,5,60.0,0
debtconsolidation,0.0,14044.0,7.71,438,A1,IN,mortgage,53021,0,16.97,10,17,10.0,4,13112,44.24,0,19,12,14,2015,3,1,36.0,0
debtconsolidation,0.0,14049.0,11.92,312,C2,MS,mortgage,55969,0,5.85,2,10,6.0,5,14842,69.61,13,0,0,0,2015,2,0,60.0,0
homeimprovement,0.0,28564.0,12.45,642,A3,MT,mortgage,51923,1,9.07,2,16,15.0,11,11691,72.1,0,0,0,0,2016,3,0,60.0,0
debtconsolidation,0.0,16061.0,9.36,513,E1,AZ,mortgage,55453,1,19.84,34,13,12.0,9,14302,61.64,0,0,0,1,2014,10,6,36.0,0
debtconsolidation,0.0,16571.0,13.55,382,D1,IN,rent,51307,0,16.08,8,12,10.0,5,15379,85.84,1,6,5,2,2016,4,4,48.0,1
debtconsolidation,0.0,21022.0,16.06,512,B2,OR,rent,56702,0,15.1,17,22,17.0,12,12657,47.63,10,0,0,0,2014,10,4,60.0,0
debtconsolidation,0.0,15065.0,18.1,383,E3,ME,own,59271,1,16.16,3,9,11.0,4,14889,50.22,9,7,5,0,2015,5,3,60.0,0
debtconsolidation,0.0,26032.0,14.38,716,A3,LA,own,53384,0,13.3,36,18,12.0,9,12310,18.93,0,0,0,0,2015,1,4,48.0,0
debtconsolidation,0.0,24885.0,14.23,853,A1,DC,rent,55736,1,10.55,23,24,16.0,6,18128,45.94,1,10,9,3,2015,5,5,36.0,0
other,0.0,20879.0,9.07,434,E2,GA,mortgage,52377,1,18.61,5,14,13.0,5,16507,62.5,0,0,0,1,2015,3,2,60.0,0
other,0.0,26272.0,9.72,663,D2,NY,mortgage,53147,0,23.94,3,16,16.0,6,18761,75.64,1,0,0,0,2016,1,5,48.0,0
debtconsolidation,0.0,16941.0,10.08,430,B2,OK,own,55628,0,16.12,4,17,9.0,3,15875,84.22,0,0,0,4,2016,4,5,48.0,0
debtconsolidation,0.0,25871.0,7.29,516,A1,TX,own,56204,1,18.96,4,17,17.0,14,11461,60.01,0,0,0,0,2016,6,5,60.0,0
debtconsolidation,0.0,19925.0,14.66,551,C2,ID,mortgage,55783,0,15.12,1,16,10.0,10,18085,58.52,0,0,0,0,2015,4,6,48.0,0
debtconsolidation,0.0,13345.0,12.89,449,D1,AR,own,52182,1,18.81,13,18,11.0,10,13888,43.38,0,0,0,0,2015,6,3,36.0,0
homeimprovement,0.0,27016.0,8.09,848,B2,VT,mortgage,56295,1,23.88,2,19,10.0,4,18637,77.32,0,0,0,0,2015,3,3,36.0,0
debtconsolidation,0.0,16450.0,12.85,373,A1,DE,mortgage,48210,0,19.82,9,11,9.0,8,12613,33.4,2,0,0,0,2015,4,3,60.0,0
debtconsolidation,0.0,13914.0,9.52,446,D3,KS,mortgage,56534,1,20.28,3,16,13.0,8,15240,62.77,14,0,0,0,2015,9,0,36.0,0
other,0.0,28295.0,12.9,952,B3,ID,own,59770,0,17.36,3,21,21.0,7,15423,65.42,0,3,2,0,2015,6,3,36.0,0
debtconsolidation,0.0,16084.0,10.14,343,E3,IN,own,58425,1,14.26,4,16,9.0,8,16894,68.18,0,0,0,0,2016,3,2,60.0,0
debtconsolidation,0.0,31566.0,7.37,980,A3,IA,own,53984,0,14.29,5,17,12.0,8,12895,33.48,0,11,6,2,2015,8,6,36.0,0
debtconsolidation,0.0,22809.0,13.87,778,E3,IN,rent,53944,0,14.67,37,11,10.0,5,12202,62.11,0,8,8,0,2015,8,0,36.0,0
homeimprovement,0.0,13420.0,6.77,413,A1,RI,rent,53151,1,13.97,1,17,14.0,12,14603,69.92,0,0,0,0,2014,8,5,36.0,0
debtconsolidation,0.0,10956.0,9.18,349,A1,DC,own,55277,0,20.55,20,19,18.0,7,15045,71.01,0,0,0,0,2014,12,1,36.0,0
debtconsolidation,0.0,22787.0,13.16,613,E1,WV,rent,48632,1,16.96,31,12,9.0,6,15904,44.42,0,0,0,0,2015,9,1,48.0,1
debtconsolidation,0.0,27814.0,7.63,674,E2,FL,mortgage,52142,1,17.55,18,15,14.0,7,13752,57.66,0,14,8,0,2014,9,1,48.0,0
debtconsolidation,0.0,21398.0,10.8,463,A2,OR,own,53835,1,23.91,5,17,14.0,11,15002,69.27,0,6,4,0,2015,3,5,60.0,0
debtconsolidation,0.0,26182.0,21.21,814,B1,IL,rent,60489,1,16.79,25,23,23.0,14,18113,70.78,0,0,0,0,2014,7,5,48.0,0
debtconsolidation,0.0,21506.0,12.03,479,D2,NV,mortgage,51608,1,20.76,5,15,12.0,10,9857,41.7,0,0,0,0,2014,10,4,60.0,0
debtconsolidation,0.0,19624.0,5.82,378,E2,WA,own,51176,1,15.98,8,12,11.0,6,10207,81.74,0,8,6,1,2016,3,5,60.0,0
debtconsolidation,0.0,8947.0,13.45,242,A2,MD,mortgage,56605,0,19.17,8,16,12.0,8,20789,95.75,9,0,0,1,2014,10,3,48.0,0
debtconsolidation,0.0,27638.0,9.82,585,C3,DC,mortgage,49806,1,17.26,6,19,12.0,11,16734,60.23,0,8,6,0,2016,5,1,60.0,0
debtconsolidation,0.0,16052.0,16.2,566,E3,OK,mortgage,55666,1,24.76,16,19,14.0,11,16927,66.74,0,0,0,0,2015,11,6,36.0,1
debtconsolidation,0.0,16771.0,17.33,487,E3,AR,own,61700,1,17.36,38,22,13.0,7,14400,80.01,9,1,1,0,2014,5,6,48.0,0
debtconsolidation,0.0,26346.0,7.27,634,C2,IA,own,52438,1,24.83,29,13,13.0,12,11691,51.74,2,3,3,0,2016,3,1,48.0,1
debtconsolidation,0.0,16517.0,9.41,528,C2,NH,own,58330,0,20.31,14,11,7.0,3,14609,72.3,0,0,0,0,2015,7,4,36.0,0
debtconsolidation,0.0,20619.0,7.55,499,A1,ID,rent,54119,1,11.23,4,9,8.0,6,13523,53.43,1,0,0,0,2015,5,6,48.0,0
debtconsolidation,0.0,20600.0,10.06,972,D3,GA,mortgage,52416,1,14.15,6,15,12.0,11,15612,76.32,1,0,0,1,2015,11,5,36.0,1
homeimprovement,0.0,29620.0,23.01,950,D2,NJ,rent,49246,1,24.14,13,18,13.0,8,13653,55.63,0,0,0,16,2015,7,1,48.0,1
debtconsolidation,0.0,18807.0,14.15,644,A1,GA,mortgage,56773,1,20.43,16,20,13.0,8,13504,92.9,1,0,0,2,2015,8,0,36.0,0
debtconsolidation,0.0,30447.0,7.88,952,A3,FL,own,54165,1,21.98,6,11,7.0,6,15703,70.7,1,0,0,0,2015,12,0,36.0,1
debtconsolidation,0.0,30987.0,28.17,1083,E2,CA,own,47561,0,12.15,8,11,7.0,5,11417,65.35,0,0,0,0,2015,11,6,48.0,1
debtconsolidation,0.0,21046.0,14.61,582,B3,IL,rent,56783,0,17.98,2,14,10.0,8,16596,68.47,0,19,11,2,2014,12,0,48.0,0
debtconsolidation,0.0,17979.0,8.87,372,A1,FL,rent,54136,1,14.27,6,12,7.0,4,15824,49.87,12,0,0,3,2015,4,2,60.0,0
debtconsolidation,0.0,26731.0,10.0,678,B3,FL,own,53382,0,15.63,2,8,6.0,2,15219,80.34,1,1,1,0,2015,12,1,48.0,0
debtconsolidation,1.0,17896.0,13.57,608,D1,AR,rent,53847,0,18.67,5,11,6.0,3,13343,54.59,0,0,0,1,2015,8,6,36.0,0
debtconsolidation,0.0,14227.0,14.05,331,D1,FL,own,55559,1,16.34,4,17,15.0,15,17372,42.66,0,0,0,1,2015,5,2,60.0,0
homeimprovement,0.0,19731.0,4.37,586,D3,AL,mortgage,53519,1,21.28,5,14,9.0,6,13673,59.68,1,5,4,0,2014,10,6,36.0,0
debtconsolidation,0.0,18240.0,10.8,470,B2,NV,rent,50808,1,6.08,7,14,12.0,11,13722,55.94,0,0,0,0,2014,9,4,48.0,0
debtconsolidation,0.0,22514.0,9.98,726,A2,TN,rent,54089,0,18.39,6,10,8.0,6,16495,58.4,0,0,0,0,2014,12,2,36.0,0
homeimprovement,0.0,16950.0,9.92,359,A1,KS,own,51864,1,22.03,2,6,5.0,3,18598,44.76,0,0,0,0,2014,11,2,60.0,0
debtconsolidation,1.0,21172.0,12.38,561,A3,MA,mortgage,58367,0,20.14,3,12,10.0,9,9628,35.89,0,6,4,2,2015,11,5,48.0,0
debtconsolidation,0.0,21143.0,6.29,499,A1,MO,mortgage,55008,0,13.12,3,18,17.0,9,15796,73.01,0,0,0,12,2016,2,4,48.0,0
debtconsolidation,0.0,19394.0,13.65,448,C1,OR,own,53914,1,7.4,40,13,8.0,7,14753,55.29,0,0,0,10,2016,2,2,60.0,0
debtconsolidation,1.0,13883.0,7.69,433,B2,ME,own,62294,0,16.8,10,15,9.0,5,12837,80.8,0,2,1,0,2015,3,3,36.0,0
debtconsolidation,0.0,22069.0,7.37,685,A3,IL,mortgage,57892,0,14.98,32,12,6.0,3,18607,58.16,1,0,0,1,2015,8,0,36.0,0
debtconsolidation,0.0,19036.0,10.62,488,B3,NV,rent,57015,1,12.44,34,11,6.0,3,13300,48.66,0,1,1,1,2016,5,6,48.0,0
debtconsolidation,0.0,29329.0,6.18,569,C3,TX,mortgage,52990,1,19.87,7,20,13.0,10,14340,50.25,0,0,0,2,2015,1,5,60.0,0
debtconsolidation,0.0,16516.0,5.62,385,E2,LA,own,54293,1,14.86,7,21,17.0,12,14400,63.81,0,14,9,0,2015,3,6,48.0,0
debtconsolidation,0.0,4968.0,6.03,151,C1,ID,own,56513,1,14.54,5,11,6.0,4,16500,58.17,0,0,0,2,2016,3,6,36.0,0
debtconsolidation,0.0,27789.0,19.23,724,A2,NY,mortgage,52668,1,19.19,3,12,7.0,4,15769,57.93,0,0,0,0,2015,12,5,60.0,0
debtconsolidation,0.0,22141.0,7.8,447,A2,FL,mortgage,55557,1,17.87,6,16,9.0,3,13153,79.82,0,15,10,0,2015,10,4,60.0,0
debtconsolidation,1.0,25854.0,10.37,839,C1,CA,rent,58930,1,21.39,17,12,9.0,7,14282,54.56,0,2,1,1,2015,9,0,36.0,0
debtconsolidation,0.0,14833.0,9.13,473,E3,UT,mortgage,52236,1,17.36,31,19,15.0,8,15924,74.93,0,0,0,0,2016,4,5,36.0,0
debtconsolidation,0.0,18232.0,20.79,491,B1,DC,own,59424,1,23.32,6,14,10.0,6,15738,96.51,0,0,0,0,2014,11,0,60.0,1
debtconsolidation,0.0,18127.0,14.0,620,E2,SD,rent,52995,0,5.62,7,18,11.0,10,14253,46.14,0,0,0,2,2014,10,1,36.0,0
debtconsolidation,0.0,20284.0,8.96,645,E1,IN,own,49312,1,9.77,6,14,13.0,11,14178,66.7,6,0,0,0,2015,1,3,36.0,0
debtconsolidation,0.0,24562.0,12.64,655,C3,NY,mortgage,54917,1,21.89,1,14,10.0,6,12526,77.75,0,0,0,1,2014,8,5,48.0,1
debtconsolidation,0.0,20528.0,12.7,464,D3,NH,rent,52177,0,18.84,36,14,8.0,6,16384,84.08,1,14,9,0,2015,4,3,60.0,0
homeimprovement,0.0,25231.0,9.38,528,C2,MT,rent,55619,1,13.04,6,22,14.0,13,12522,73.77,0,0,0,0,2014,12,2,60.0,0
debtconsolidation,0.0,10605.0,8.71,336,D2,NJ,own,57914,1,15.39,2,13,9.0,9,11353,50.05,0,0,0,1,2014,5,6,36.0,0
debtconsolidation,0.0,25405.0,15.11,882,B1,IL,rent,53079,1,16.97,15,15,8.0,6,16625,61.81,0,3,3,0,2016,4,3,36.0,0
business,0.0,21544.0,18.79,642,C2,NV,mortgage,52461,1,25.89,35,13,10.0,5,11979,66.01,1,0,0,0,2016,6,2,48.0,1
debtconsolidation,0.0,19184.0,10.76,415,D1,IA,own,48791,1,15.23,1,11,8.0,8,14705,67.77,0,2,1,1,2015,6,5,60.0,0
debtconsolidation,0.0,31387.0,9.15,654,A1,IL,mortgage,48403,1,14.77,6,11,9.0,4,14434,55.43,0,0,0,1,2015,6,3,60.0,0
business,0.0,23189.0,11.24,507,D2,SC,rent,55243,1,20.9,1,17,13.0,8,15845,73.83,0,0,0,0,2016,3,2,60.0,0
debtconsolidation,0.0,20766.0,10.11,442,C1,MI,own,52172,0,18.09,15,16,15.0,8,19458,72.53,13,0,0,1,2014,5,2,60.0,0
debtconsolidation,0.0,19562.0,8.1,398,B2,CA,mortgage,49616,1,15.16,5,21,19.0,11,18496,62.22,0,18,16,0,2014,12,6,60.0,0
debtconsolidation,0.0,14391.0,14.66,496,A1,IL,rent,49909,1,14.65,1,16,11.0,7,14635,66.81,0,0,0,16,2014,11,6,36.0,0
debtconsolidation,1.0,21691.0,10.64,468,B1,NE,mortgage,56696,0,10.65,7,17,9.0,9,15667,60.91,0,1,1,0,2015,5,5,60.0,0
debtconsolidation,0.0,21704.0,4.85,408,B1,NV,rent,57184,1,20.07,9,15,8.0,4,16028,67.0,0,0,0,7,2016,2,2,60.0,0
homeimprovement,0.0,21826.0,14.22,510,A3,LA,own,53157,1,8.75,14,16,14.0,6,16955,71.42,2,0,0,1,2015,6,6,60.0,0
debtconsolidation,0.0,21905.0,6.07,667,B2,ND,mortgage,59444,1,12.6,7,18,10.0,5,14832,57.76,0,0,0,0,2015,5,1,36.0,0
debtconsolidation,0.0,28274.0,11.17,928,C2,IL,rent,56418,1,20.61,6,11,10.0,10,18199,81.83,0,0,0,0,2015,2,4,36.0,1
debtconsolidation,0.0,18241.0,4.57,543,C3,MN,own,52300,1,9.34,7,14,10.0,5,17063,51.31,0,0,0,1,2015,7,6,36.0,0
auto,0.0,22823.0,9.43,730,A2,OH,own,53075,1,14.87,4,12,6.0,6,12284,93.02,0,0,0,0,2014,9,1,36.0,0
debtconsolidation,0.0,16309.0,8.48,334,C2,VT,rent,59773,0,12.56,1,13,8.0,6,15037,58.36,0,0,0,1,2014,6,1,60.0,0
debtconsolidation,1.0,21590.0,5.47,412,A1,WY,own,52665,1,18.12,34,13,11.0,4,14886,43.18,0,0,0,1,2016,1,1,60.0,0
debtconsolidation,0.0,20016.0,7.47,484,B2,ND,mortgage,53448,1,21.04,1,11,7.0,7,10740,75.87,0,0,0,0,2015,8,0,48.0,0
debtconsolidation,0.0,22143.0,8.83,549,A3,DC,mortgage,57369,1,12.92,4,10,10.0,7,9134,42.81,0,0,0,10,2014,10,5,48.0,0
healthcare,0.0,19615.0,11.54,512,C1,RI,mortgage,54564,0,17.6,7,17,9.0,5,10686,70.57,0,0,0,0,2015,3,1,48.0,1
debtconsolidation,0.0,23884.0,6.1,463,B1,UT,own,53919,1,9.71,1,13,8.0,5,19829,100.0,0,0,0,0,2014,12,2,60.0,0
debtconsolidation,0.0,29975.0,7.07,595,B3,NM,own,56872,1,14.29,36,13,9.0,7,15997,57.36,0,1,1,0,2015,10,6,60.0,0
business,0.0,20031.0,9.8,424,D2,CT,own,57233,1,14.59,5,17,17.0,7,12798,53.97,0,12,10,0,2015,8,3,60.0,0
debtconsolidation,0.0,20498.0,15.24,713,D1,MO,rent,56445,1,11.72,10,18,16.0,14,13521,70.68,0,9,7,1,2016,4,1,48.0,0
debtconsolidation,0.0,28880.0,17.6,1038,A3,CA,mortgage,50426,0,14.03,3,16,16.0,8,18271,69.92,0,0,0,0,2015,11,3,36.0,0
debtconsolidation,0.0,26678.0,9.17,850,C1,KS,own,57129,1,7.8,8,7,6.0,4,14712,75.58,0,0,0,1,2016,2,2,36.0,0
debtconsolidation,0.0,15384.0,7.58,479,B1,OK,rent,52302,1,16.91,26,11,9.0,9,18094,76.79,0,0,0,2,2015,7,5,36.0,0
debtconsolidation,0.0,19422.0,6.5,461,B2,MA,rent,55891,1,22.57,10,20,18.0,17,11816,67.62,0,1,1,1,2015,12,3,48.0,0
debtconsolidation,0.0,20276.0,16.37,578,C1,WA,rent,55841,0,22.81,19,15,14.0,6,10611,75.98,0,0,0,0,2014,5,5,48.0,0
debtconsolidation,0.0,14459.0,13.68,393,C2,CA,rent,58459,1,16.65,3,7,5.0,4,17385,84.47,0,3,3,0,2014,6,4,48.0,0
debtconsolidation,0.0,16601.0,6.06,505,B2,ID,own,57160,0,22.85,3,15,10.0,10,15264,50.59,1,0,0,0,2015,8,0,36.0,0
debtconsolidation,1.0,31075.0,12.46,698,E2,NY,rent,49177,0,21.18,2,19,10.0,5,17775,68.64,0,3,3,1,2016,6,1,60.0,0
debtconsolidation,0.0,12529.0,6.15,382,E2,FL,rent,56598,1,14.78,3,20,10.0,6,14343,55.29,0,0,0,0,2016,3,0,36.0,0
debtconsolidation,0.0,17700.0,8.49,363,E2,DC,mortgage,51038,0,28.64,2,22,15.0,8,15257,48.64,6,0,0,0,2016,1,4,60.0,1
debtconsolidation,0.0,15677.0,9.21,500,A3,DC,own,57100,1,9.42,24,19,18.0,12,13767,68.05,0,0,0,0,2015,2,4,36.0,0
debtconsolidation,0.0,20783.0,10.3,445,A1,FL,rent,52732,1,18.82,34,24,16.0,10,15238,61.4,0,0,0,0,2014,10,4,60.0,0
